Wavelength(nm), Raman shift(cm^-1), Intensity(arb) 
525.370522,-194.34305441739858,59670
525.358038,-194.79536075947718,59815
525.345554,-195.24768859823178,59908
525.33307,-195.70003793519538,59997
525.320586,-196.15240877190544,60108
525.308102,-196.60480110989712,60098
525.295618,-197.0572149506927,60060
525.283134,-197.50965029583173,60100
525.27065,-197.96210714684943,59927
525.258166,-198.41458550527886,60009
525.245682,-198.86708537264877,60018
525.233198,-199.31960675049436,60005
525.220714,-199.77214964035304,59952
525.20823,-200.22471404376003,60001
525.195746,-200.6772999622419,60007
525.183262,-201.12990739733607,60060
525.170778,-201.58253635057773,60049
525.158294,-202.03518682350864,59971
525.14581,-202.48785881765102,59997
525.133326,-202.9405523345444,60014
525.120842,-203.39326737572623,60043
525.108358,-203.8460039427339,59997
525.095874,-204.29876203709608,59965
525.08339,-204.75154166035023,60020
525.070906,-205.20434281403158,60011
525.058422,-205.657165499684,60019
525.045938,-206.1100097188319,60076
525.033454,-206.5628754730148,59986
525.02097,-207.01576276377017,59992
525.008486,-207.4686715926397,60001
524.996002,-207.92160196115,60010
524.983518,-208.37455387084057,59987
524.971034,-208.82752732325102,59955
524.95855,-209.2805223199209,59967
524.946066,-209.73353886238107,60038
524.933582,-210.186576952169,59995
524.921098,-210.6396365908242,60010
524.908614,-211.09271777988843,60018
524.89613,-211.5458205208926,60064
524.883646,-211.99894481537407,59988
524.871162,-212.45209066487462,60010
524.858678,-212.90525807093158,60093
524.846194,-213.35844703508894,60012
524.83371,-213.81165755887318,60051
524.821226,-214.26488964382827,60037
524.808742,-214.7181432914937,60045
524.796258,-215.1714185034113,60020
524.783774,-215.62471528111405,59995
524.77129,-216.07803362614374,59997
524.758806,-216.53137354003772,60010
524.746322,-216.9847350243421,59931
524.733838,-217.43811808058777,60054
524.721354,-217.8915227103186,60031
524.70887,-218.3449489150742,60020
524.696386,-218.79839669639847,60079
524.683902,-219.2518660558223,59951
524.671418,-219.7053569948917,60021
524.658934,-220.15886951514634,60065
524.64645,-220.61240361813222,60008
524.633966,-221.06595930538026,60043
524.621482,-221.51953657843652,60090
524.608998,-221.9731354388406,60012
524.596514,-222.4267558881385,60022
524.58403,-222.88039792786336,59998
524.571546,-223.3340615595612,60032
524.559062,-223.78774678477382,60051
524.546578,-224.24145360504505,60021
524.534094,-224.69518202191014,60013
524.52161,-225.14893203691736,60006
524.509126,-225.6027036516041,60050
524.496642,-226.05649686752074,60057
524.484158,-226.51031168620037,60018
524.471674,-226.96414810918904,59925
524.45919,-227.41800613802852,59986
524.446706,-227.87188577426917,59914
524.434222,-228.3257870194441,60013
524.421738,-228.77970987510153,60044
524.409254,-229.23365434278105,60029
524.39677,-229.68762042403517,59999
524.384286,-230.14160812039702,59995
524.371802,-230.59561743341484,59935
524.359318,-231.04964836463031,59919
524.346834,-231.50370091559606,60057
524.33435,-231.9577750878451,59998
524.321866,-232.41187088292793,60044
524.309382,-232.86598830238617,60005
524.296898,-233.32012734776816,59957
524.284414,-233.7742880206199,59941
524.27193,-234.22847032247884,60034
524.259446,-234.68267425489535,60006
524.246962,-235.13689981941337,59988
524.234478,-235.59114701758327,60040
524.221994,-236.04541585094248,59973
524.20951,-236.49970632103924,59955
524.197026,-236.95401842942178,60047
524.184542,-237.40835217763833,60041
524.172058,-237.86270756722848,59994
524.159574,-238.31708459974044,60031
524.14709,-238.7714832767225,59944
524.134606,-239.22590359972503,60033
524.122122,-239.68034557028543,60064
524.109638,-240.13480918995845,59966
524.097154,-240.58929446028583,59984
524.08467,-241.04380138282232,59956
524.072186,-241.49832995910532,59984
524.059702,-241.9528801906874,60013
524.047218,-242.4074520791168,60030
524.034734,-242.86204562594392,60006
524.02225,-243.31666083271054,60014
524.009766,-243.771297700967,59960
523.997282,-244.2259562322616,59973
523.984798,-244.6806364281469,60019
523.972314,-245.13533829016242,59888
523.95983,-245.59006181986516,59997
523.947346,-246.04480701879896,59996
523.934862,-246.4995738885186,60023
523.922378,-246.95436243056577,59897
523.909894,-247.40917264649312,59973
523.89741,-247.8640045378488,59914
523.884926,-248.31885810618982,60047
523.872442,-248.7737333530535,59999
523.859958,-249.22863027999898,59955
523.847474,-249.68354888857013,59935
523.83499,-250.13848918032602,59944
523.822506,-250.59345115680628,60004
523.810022,-251.04843481956775,60017
523.797538,-251.5034401701587,60043
523.785054,-251.9584672101339,60026
523.77257,-252.41351594103722,59947
523.760086,-252.86858636442344,60030
523.747602,-253.3236784818451,60098
523.735118,-253.77879229485046,59930
523.722634,-254.23392780499861,59929
523.71015,-254.6890850138291,60097
523.697666,-255.14426392290102,59996
523.685182,-255.59946453376477,59987
523.672698,-256.0546868479773,59910
523.660214,-256.50993086708246,60028
523.64773,-256.96519659263504,59991
523.635246,-257.42048402618974,59992
523.622762,-257.8757931693035,60063
523.610278,-258.3311240235181,59975
523.597794,-258.7864765903947,60104
523.58531,-259.2418508714817,60026
523.572826,-259.6972468683423,60034
523.560342,-260.15266458251625,59939
523.547858,-260.6081040155625,60035
523.535374,-261.0635651690359,60033
523.52289,-261.51904804449543,60067
523.510406,-261.97455264348514,60010
523.497922,-262.43007896756177,60047
523.485438,-262.88562701828454,60002
523.472954,-263.34119679720595,59978
523.46047,-263.7967883058765,59931
523.447986,-264.25240154585515,59972
523.435502,-264.70803651869454,60040
523.423018,-265.16369322595375,60005
523.410534,-265.619371669181,59981
523.39805,-266.0750718499376,59897
523.385566,-266.53079376977394,60030
523.373082,-266.98653743025557,59941
523.360598,-267.4423028329264,59942
523.348114,-267.8980899793455,59914
523.33563,-268.35389887107203,59979
523.323146,-268.809729509665,59977
523.310662,-269.26558189667264,59909
523.298178,-269.7214560336541,60019
523.285694,-270.1773519221706,59986
523.27321,-270.6332695637768,60036
523.260726,-271.0892089600255,59957
523.248242,-271.5451701124777,60066
523.235758,-272.0011530226883,59939
523.223274,-272.45715769222284,59970
523.21079,-272.91318412262734,59927
523.198306,-273.3692323154632,60048
523.185822,-273.8253022722893,60062
523.173338,-274.28139399466926,59919
523.160854,-274.73750748415335,59990
523.14837,-275.19364274230077,60011
523.135886,-275.6497997706705,59982
523.123402,-276.10597857082377,60076
523.110918,-276.56217914432193,60037
523.098434,-277.0184014927153,60027
523.08595,-277.47464561756743,60032
523.073466,-277.9309115204373,60076
523.060982,-278.38719920288827,59931
523.048498,-278.84350866647304,60039
523.036014,-279.2998399127528,60075
523.02353,-279.75619294328885,60047
523.011046,-280.21256775964673,59988
522.998562,-280.6689643633747,60036
522.986078,-281.12538275604055,60054
522.973594,-281.5818229392033,60022
522.96111,-282.03828491442636,60086
522.948626,-282.4947686832645,59968
522.936142,-282.951274247279,60065
522.923658,-283.4078016080354,60007
522.911174,-283.8643507670972,60060
522.89869,-284.32092172601693,59970
522.886206,-284.77751448636013,60011
522.873722,-285.23412904968814,59987
522.861238,-285.69076541756647,59978
522.848754,-286.1474235915499,60047
522.83627,-286.6041035732062,59979
522.823786,-287.0608053640923,60038
522.811302,-287.5175289657802,59981
522.798818,-287.9742743798204,59997
522.786334,-288.4310416077828,59908
522.77385,-288.8878306512286,59988
522.761366,-289.34464151172347,60027
522.748882,-289.80147419082215,60061
522.736398,-290.2583286900945,59953
522.723914,-290.715205011104,60001
522.71143,-291.17210315541405,60098
522.698946,-291.62902312458584,59900
522.686462,-292.0859649201829,60129
522.673978,-292.54292854377076,60066
522.661494,-292.99991399691714,59918
522.64901,-293.45692128117906,59979
522.636526,-293.91395039812414,60006
522.624042,-294.3710013493181,60048
522.611558,-294.8280741363286,60006
522.599074,-295.2851687607126,59941
522.58659,-295.74228522404,59900
522.574106,-296.1994235278743,59950
522.5616219999999,-296.65658367378524,60066
522.549138,-297.1137656633321,59951
522.536654,-297.57096949808255,60029
522.52417,-298.02819517960216,59998
522.511686,-298.48544270945877,60047
522.499202,-298.9427120892222,59999
522.486718,-299.40000332044724,59951
522.474234,-299.8573164047082,60039
522.46175,-300.3146513435705,60022
522.449266,-300.7720081386043,59966
522.436782,-301.22938679136854,59959
522.424298,-301.68678730343316,59999
522.411814,-302.1442096763681,60025
522.39933,-302.60165391174115,59974
522.386846,-303.0591200111157,60004
522.374362,-303.51660797605945,60012
522.361878,-303.97411780814025,59941
522.349394,-304.43164950893447,59967
522.33691,-304.88920307999683,59965
522.324426,-305.34677852290173,60032
522.311942,-305.80437583921673,60046
522.299458,-306.2619950305163,60011
522.286974,-306.71963609835933,59987
522.27449,-307.1772990443202,59906
522.262006,-307.63498386996446,60011
522.249522,-308.0926905768685,59948
522.237038,-308.5504191665915,60042
522.224554,-309.00816964070987,59968
522.21207,-309.4659420007891,59972
522.199586,-309.92373624840354,59973
522.187102,-310.3815523851166,60005
522.174618,-310.8393904125025,60058
522.162134,-311.2972503321312,60035
522.14965,-311.7551321455748,59988
522.137166,-312.21303585439887,60101
522.124682,-312.6709614601733,60013
522.112198,-313.12890896447465,60037
522.099714,-313.58687836887265,59973
522.08723,-314.0448696749352,60024
522.074746,-314.50288288423224,59975
522.062262,-314.9609179983401,59961
522.049778,-315.41897501882875,59949
522.037294,-315.8770539472681,59859
522.02481,-316.3351547852281,60065
522.012326,-316.79327753428515,59972
521.999842,-317.2514221960114,59931
521.987358,-317.70958877197455,59908
521.974874,-318.16777726374886,60023
521.96239,-318.62598767290865,60011
521.949906,-319.08422000102377,59948
521.937422,-319.54247424967286,59984
521.924938,-320.00075042041937,59984
521.912454,-320.45904851484397,60004
521.89997,-320.9173685345167,60032
521.887486,-321.3757104810161,60012
521.875002,-321.8340743559077,59949
521.862518,-322.2924601607681,59994
521.850034,-322.7508678971735,59978
521.83755,-323.20929756669835,59910
521.825066,-323.6677491709125,59871
521.812582,-324.1262227113924,59949
521.800098,-324.58471818971447,59923
521.787614,-325.04323560745513,59869
521.77513,-325.50177496617994,59885
521.762646,-325.96033626746976,60016
521.750162,-326.4189195129009,59949
521.737678,-326.87752470405206,59936
521.725194,-327.33615184248663,60055
521.71271,-327.7948009297897,60006
521.700226,-328.25347196753336,60000
521.687742,-328.7121649573005,59989
521.675258,-329.17087990065465,60009
521.662774,-329.6296167991787,59995
521.65029,-330.0883756544512,59971
521.637806,-330.5471564680486,60000
521.625322,-331.0059592415409,59943
521.612838,-331.4647839765066,60094
521.600354,-331.9236306745287,59923
521.58787,-332.3824993371814,60020
521.575386,-332.841389966039,60053
521.562902,-333.30030256268014,59945
521.550418,-333.75923712868115,59971
521.537934,-334.2181936656272,59973
521.52545,-334.67717217508607,60043
521.512966,-335.13617265863843,60078
521.500482,-335.59519511786516,59927
521.487998,-336.05423955434696,60081
521.475514,-336.5133059696538,59964
521.46303,-336.9723943653707,60032
521.450546,-337.431504743072,60049
521.438062,-337.89063710434493,60024
521.425578,-338.3497914507573,60023
521.413094,-338.80896778389416,59930
521.40061,-339.2681661053341,59993
521.388126,-339.72738641665796,59943
521.375642,-340.18662871944645,59973
521.363158,-340.6458930152738,59912
521.350674,-341.10517930572087,60005
521.33819,-341.56448759237264,60005
521.325706,-342.0238178768078,60039
521.313222,-342.48317016060497,60003
521.300738,-342.9425444453427,60032
521.288254,-343.4019407326039,60037
521.27577,-343.86135902397376,59977
521.263286,-344.3207993210264,60059
521.250802,-344.7802616253449,60108
521.238318,-345.23974593850994,60011
521.225834,-345.69925226211103,60067
521.21335,-346.15878059771586,59993
521.200866,-346.6183309469139,60054
