Wavelength(nm), Raman shift(cm^-1), Intensity(counts) 
553.3638253638254,768.5491804111048,499279
553.3513513513514,768.1418053541423,499701
553.3388773388773,767.7344119301292,499875
553.3264033264034,767.3270001378255,500376
553.3139293139293,766.919569975984,501510
553.3014553014553,766.512121443371,500067
553.2889812889813,766.104654538731,500382
553.2765072765072,765.6971692608303,499356
553.2640332640333,765.2896656084283,498968
553.2515592515592,764.8821435802741,501502
553.2390852390853,764.4746031751316,500200
553.2266112266112,764.0670443917518,498661
553.2141372141372,763.6594672288965,500588
553.2016632016632,763.2518716853233,499102
553.1891891891892,762.8442577597809,500836
553.1767151767152,762.4366254510356,499195
553.1642411642412,762.0289747578362,498994
553.1517671517671,761.6213056789402,499371
553.1392931392932,761.2136182131094,501063
553.1268191268191,760.8059123590926,498542
553.1143451143452,760.3981881156518,500520
553.1018711018711,759.9904454815378,499273
553.089397089397,759.5826844555062,499736
553.0769230769231,759.1749050363206,497481
553.064449064449,758.7671072227259,497853
553.0519750519751,758.359291013486,497593
553.039501039501,757.9514564073496,497896
553.027027027027,757.5436034030721,499245
553.014553014553,757.1357319994177,499694
553.002079002079,756.7278421951283,498343
552.989604989605,756.3199339889704,499529
552.977130977131,755.9120073796885,497408
552.9646569646569,755.5040623660421,498034
552.952182952183,755.096098946789,496515
552.9397089397089,754.6881171206754,498127
552.927234927235,754.2801168864657,499539
552.9147609147609,753.8720982429043,496918
552.902286902287,753.4640611887509,497555
552.8898128898129,753.0560057227563,499000
552.8773388773388,752.6479318436759,495724
552.8648648648649,752.2398395502653,496545
552.8523908523908,751.831728841273,496350
552.8399168399169,751.4235997154589,497150
552.8274428274428,751.0154521715696,496077
552.8149688149688,750.6072862083624,496743
552.8024948024948,750.1991018245931,495447
552.7900207900208,749.7908990190057,495489
552.7775467775468,749.3826777903645,494839
552.7650727650728,748.9744381374117,495507
552.7525987525987,748.5661800589027,494925
552.7401247401248,748.1579035535971,495250
552.7276507276507,747.7496086202395,495932
552.7151767151768,747.3412952575874,495283
552.7027027027027,746.9329634643873,493681
552.6902286902287,746.5246132393926,492680
552.6777546777547,746.1162445813628,495601
552.6652806652806,745.7078574890403,493750
552.6528066528067,745.2994519611847,493640
552.6403326403326,744.8910279965384,493812
552.6278586278586,744.4825855938589,492907
552.6153846153846,744.0741247518993,493710
552.6029106029106,743.6656454694064,493767
552.5904365904366,743.2571477451354,493896
552.5779625779626,742.848631577833,491826
552.5654885654885,742.4400969662523,492919
552.5530145530146,742.0315439091466,493041
552.5405405405405,741.6229724052625,492060
552.5280665280666,741.2143824533555,492152
552.5155925155925,740.8057740521698,490329
552.5031185031185,740.3971472004587,492674
552.4906444906445,739.9885018969776,494105
552.4781704781705,739.5798381404666,490396
552.4656964656965,739.1711559296853,491933
552.4532224532225,738.7624552633761,491912
552.4407484407484,738.3537361402944,489201
552.4282744282744,737.9449985591888,490986
552.4158004158004,737.5362425188041,491843
552.4033264033264,737.1274680178976,490563
552.3908523908524,736.7186750552117,491630
552.3783783783783,736.3098636294974,491388
552.3659043659044,735.90103373951,489805
552.3534303534303,735.4921853839897,490125
552.3409563409564,735.0833185616918,490090
552.3284823284823,734.6744332713587,489942
552.3160083160083,734.2655295117456,491021
552.3035343035343,733.8566072815993,489712
552.2910602910603,733.4476665796664,490955
552.2785862785863,733.0387074046979,489460
552.2661122661123,732.6297297554382,489490
552.2536382536382,732.2207336306385,489567
552.2411642411643,731.8117190290474,490084
552.2286902286902,731.4026859494096,490050
552.2162162162163,730.9936343904782,489035
552.2037422037422,730.5845643509933,489044
552.1912681912681,730.175475829706,489868
552.1787941787942,729.7663688253693,489193
552.1663201663201,729.3572433367214,489737
552.1538461538462,728.9480993625175,489299
552.1413721413721,728.5389369014977,489435
552.1288981288981,728.129755952411,490053
552.1164241164241,727.7205565140105,488612
552.1039501039501,727.3113385850342,489135
552.0914760914761,726.9021021642374,489448
552.0790020790021,726.4928472503558,489352
552.0665280665281,726.0835738421472,488171
552.0540540540541,725.6742819383494,489244
552.04158004158,725.2649715377112,488235
552.0291060291061,724.8556426389815,488295
552.016632016632,724.4462952409026,489657
552.0041580041581,724.0369293422256,488613
551.991683991684,723.6275449416883,487459
551.9792099792099,723.2181420380396,489869
551.966735966736,722.8087206300328,489798
551.9542619542619,722.3992807163992,488533
551.941787941788,721.9898222958986,487853
551.9293139293139,721.5803453672625,488384
551.9168399168399,721.1708499292439,487362
551.9043659043659,720.7613359805896,488331
551.8918918918919,720.3518035200398,487946
551.8794178794179,719.9422525463409,488155
551.8669438669439,719.5326830582355,489426
551.8544698544698,719.1230950544702,487759
551.8419958419959,718.7134885337939,487665
551.8295218295218,718.3038634949401,489435
551.8170478170479,717.8942199366641,488855
551.8045738045738,717.4845578576997,487525
551.7920997920997,717.0748772567979,488267
551.7796257796258,716.6651781327031,487381
551.7671517671517,716.2554604841532,488515
551.7546777546778,715.8457243098995,487947
551.7422037422037,715.4359696086776,487744
551.7297297297297,715.0261963792342,487962
551.7172557172557,714.616404620316,487364
551.7047817047817,714.2065943306587,488624
551.6923076923077,713.7967655090134,487317
551.6798336798337,713.386918154116,487791
551.6673596673596,712.977052264713,488541
551.6548856548857,712.5671678395512,489300
551.6424116424116,712.157264877362,488986
551.6299376299377,711.7473433769006,487441
551.6174636174636,711.3374033368989,486585
551.6049896049896,710.9274447561031,487659
551.5925155925156,710.5174676332601,488457
551.5800415800416,710.1074719671014,487116
551.5675675675676,709.6974577563823,487030
551.5550935550935,709.2874249998299,486618
551.5426195426195,708.8773736961951,488204
551.5301455301455,708.4673038442228,487400
551.5176715176715,708.057215442644,486825
551.5051975051975,707.6471084902078,488510
551.4927234927235,707.2369829856499,488916
551.4802494802494,706.8268389277149,488554
551.4677754677755,706.4166763151472,487958
551.4553014553014,706.0064951466805,487121
551.4428274428275,705.5962954210615,488860
551.4303534303534,705.1860771370237,486060
551.4178794178794,704.775840293314,487717
551.4054054054054,704.3655848886724,486393
551.3929313929314,703.9553109218369,487694
551.3804573804574,703.5450183915499,487781
551.3679833679834,703.134707296547,487983
551.3555093555094,702.7243776355753,486612
551.3430353430354,702.3140294073658,488399
551.3305613305613,701.9036626106632,489825
551.3180873180874,701.4932772442121,486832
551.3056133056133,701.0828733067416,487801
551.2931392931393,700.6724507970007,487182
551.2806652806653,700.2620097137208,486904
551.2681912681912,699.8515500556443,487044
551.2557172557173,699.4410718215134,485732
551.2432432432432,699.0305750100598,486227
551.2307692307693,698.6200596200321,487540
551.2182952182952,698.2095256501597,488459
551.2058212058212,697.7989730991849,487830
551.1933471933472,697.3884019658501,486778
551.1808731808732,696.9778122488846,487035
551.1683991683992,696.5672039470371,487131
551.1559251559252,696.1565770590371,485615
551.1434511434511,695.7459315836269,486997
551.1309771309772,695.3352675195465,487301
551.1185031185031,694.9245848655254,486934
551.1060291060292,694.5138836203122,485754
551.0935550935551,694.1031637826343,486614
551.081081081081,693.692425351234,485241
551.0686070686071,693.2816683248534,487924
551.056133056133,692.8708927022199,485726
551.0436590436591,692.46009848208,486366
551.031185031185,692.0492856631608,484647
551.018711018711,691.6384542442048,487758
551.006237006237,691.2276042239542,485033
550.993762993763,690.8167356011342,485447
550.981288981289,690.4058483744911,486002
550.968814968815,689.9949425427545,484584
550.9563409563409,689.5840181046623,486049
550.943866943867,689.1730750589568,485128
550.9313929313929,688.7621134043652,485162
550.918918918919,688.3511331396297,485907
550.9064449064449,687.940134263482,484849
550.8939708939708,687.5291167746599,484618
550.8814968814969,687.1180806719015,487156
550.8690228690228,686.707025953936,483951
550.8565488565489,686.2959526195058,484999
550.8440748440748,685.8848606673403,484152
550.8316008316008,685.4737500961751,483859
550.8191268191268,685.0626209047527,483321
550.8066528066528,684.651473091798,484122
550.7941787941788,684.2403066560556,483937
550.7817047817048,683.8291215962504,482416
550.7692307692307,683.4179179111203,483332
550.7567567567568,683.0066955994079,484013
550.7442827442827,682.5954546598334,483263
550.7318087318088,682.1841950911439,482226
550.7193347193347,681.7729168920664,481481
550.7068607068607,681.3616200613344,481218
550.6943866943867,680.9503045976883,483122
550.6819126819126,680.5389704998529,482081
550.6694386694387,680.1276177665706,483193
550.6569646569646,679.7162463965662,482629
550.6444906444906,679.3048563885802,481015
550.6320166320166,678.893447741346,482501
550.6195426195426,678.4820204535908,480951
550.6070686070686,678.0705745240549,482591
550.5945945945946,677.659109951463,480863
550.5821205821206,677.2476267345577,482697
550.5696465696466,676.8361248720615,481388
550.5571725571725,676.4246043627128,479316
550.5446985446986,676.013065205247,480345
550.5322245322245,675.6015073983895,481288
550.5197505197506,675.18993094088,480854
550.5072765072765,674.7783358314439,479655
550.4948024948025,674.3667220688145,479314
550.4823284823285,673.95508965173,477776
550.4698544698545,673.5434385789132,478488
550.4573804573805,673.1317688491064,477383
550.4449064449065,672.7200804610279,479751
550.4324324324324,672.3083734134182,477316
550.4199584199584,671.8966477050107,477623
550.4074844074844,671.4849033345282,477864
550.3950103950104,671.0731403007111,478091
550.3825363825364,670.6613586022797,478537
550.3700623700623,670.2495582379745,479015
550.3575883575884,669.8377392065245,476821
550.3451143451143,669.4259015066549,476326
550.3326403326404,669.0140451371036,476752
550.3201663201663,668.6021700965935,475698
550.3076923076923,668.1902763838601,476144
550.2952182952183,667.7783639976353,477167
550.2827442827443,667.3664329366418,476423
550.2702702702703,666.9544831996196,476014
550.2577962577963,666.5425147852873,475519
550.2453222453222,666.1305276923807,475578
550.2328482328483,665.7185219196356,474112
550.2203742203742,665.3064974657683,476480
550.2079002079003,664.8944543295212,473591
550.1954261954262,664.4823925096126,475812
550.1829521829521,664.0703120047763,473202
550.1704781704782,663.6582128137437,474381
550.1580041580041,663.24609493524,473510
550.1455301455302,662.8339583679985,474553
550.1330561330561,662.4218031107423,475607
550.1205821205821,662.0096291622027,473837
550.1081081081081,661.5974365211113,472984
550.0956340956341,661.1852251861908,472928
550.0831600831601,660.7729951561749,473087
550.0706860706861,660.3607464297864,472700
550.058212058212,659.9484790057548,475417
550.0457380457381,659.5361928828136,471603
550.033264033264,659.1238880596833,473419
550.0207900207901,658.7115645350955,471927
550.008316008316,658.2992223077753,471990
549.9958419958419,657.8868613764497,471841
549.983367983368,657.4744817398523,471330
549.9708939708939,657.062083396704,472491
549.95841995842,656.649666345736,471293
549.9459459459459,656.2372305856691,471189
549.9334719334719,655.8247761152347,470745
549.9209979209979,655.4123029331622,471851
549.9085239085239,654.9998110381722,471690
549.8960498960499,654.5873004289984,470158
549.8835758835759,654.174771104357,471167
549.8711018711019,653.7622230629861,470440
549.8586278586279,653.3496563036018,470144
549.8461538461538,652.9370708249337,472376
549.8336798336799,652.5244666257131,471910
549.8212058212058,652.1118437046564,470329
549.8087318087319,651.6992020604994,470935
549.7962577962578,651.2865416919583,470348
549.7837837837837,650.8738625977625,471272
549.7713097713098,650.4611647766413,471637
549.7588357588357,650.048448227311,469485
549.7463617463618,649.6357129485075,470630
549.7338877338877,649.222958938947,470759
549.7214137214137,648.8101861973566,470826
549.7089397089397,648.3973947224658,470542
549.6964656964657,647.984584512993,469265
549.6839916839917,647.5717555676696,469381
549.6715176715177,647.158907885212,471064
549.6590436590436,646.7460414643473,470027
549.6465696465697,646.3331563038048,469469
549.6340956340956,645.9202524023008,470711
549.6216216216217,645.5073297585668,470885
549.6091476091476,645.0943883713213,469665
549.5966735966736,644.6814282392871,470628
549.5841995841996,644.2684493611957,470540
549.5717255717256,643.8554517357634,470137
549.5592515592516,643.4424353617173,470458
549.5467775467775,643.0294002377759,470397
549.5343035343035,642.6163463626642,470406
549.5218295218295,642.2032737351115,469883
549.5093555093555,641.7901823538318,470816
549.4968814968815,641.3770722175568,471139
549.4844074844075,640.9639433250006,470930
549.4719334719334,640.5507956748881,470307
549.4594594594595,640.1376292659486,470465
549.4469854469854,639.7244440968942,471111
549.4345114345115,639.3112401664562,468774
549.4220374220374,638.8980174733489,471725
549.4095634095634,638.4847760162971,471815
549.3970893970894,638.0715157940282,471600
549.3846153846154,637.6582368052561,469662
549.3721413721414,637.244939048708,469387
549.3596673596674,636.8316225231004,471656
549.3471933471933,636.418287227158,469993
549.3347193347194,636.0049331596038,469021
549.3222453222453,635.5915603191539,470381
549.3097713097713,635.1781687045379,470318
549.2972972972973,634.7647583144653,471359
549.2848232848232,634.3513291476636,471429
549.2723492723493,633.9378812028574,470000
549.2598752598752,633.5244144787567,470855
549.2474012474013,633.1109289740931,470809
549.2349272349272,632.6974246875783,470104
549.2224532224532,632.2839016179374,471096
549.2099792099792,631.8703597638911,470026
549.1975051975052,631.4567991241556,471342
549.1850311850312,631.0432196974559,470524
549.1725571725572,630.629621482504,471592
549.1600831600831,630.216004478025,470437
549.1476091476092,629.8023686827437,471410
549.1351351351351,629.3887140953677,469616
549.1226611226612,628.9750407146265,469642
549.1101871101871,628.5613485392319,469558
549.0977130977132,628.147637567909,470293
549.0852390852391,627.7339077993718,472109
549.072765072765,627.3201592323411,470942
549.0602910602911,626.9063918655396,469710
549.047817047817,626.4926056976793,470802
549.0353430353431,626.0788007274851,471259
549.022869022869,625.6649769536692,470721
549.010395010395,625.251134374952,470089
548.997920997921,624.8372729900542,469721
548.985446985447,624.4233927976921,471125
548.972972972973,624.0094937965844,470811
548.960498960499,623.5955759854471,469897
548.9480249480249,623.1816393629965,470881
548.935550935551,622.7676839279578,470528
548.9230769230769,622.3537096790408,467934
548.910602910603,621.939716614968,469226
548.8981288981289,621.5257047344518,470653
548.8856548856548,621.1116740362103,468918
548.8731808731809,620.6976245189643,470730
548.8607068607068,620.2835561814256,470207
548.8482328482329,619.8694690223195,470293
548.8357588357588,619.4553630403514,469002
